log2FoldChange,pvalue,padj,LLgeneAbbrev
-0.78637778,1.8190004078712e-05,0.002451927,atxn7l2b
0.782233286,1.8334436255782e-05,0.002452088,NC_002333.4
-0.620192485,1.9296060091311e-05,0.002554799,nfyba
0.938859465,1.94008904401574e-05,0.002554799,GRIK2
0.840339244,1.96381538421516e-05,0.002566302,CABZ01074363.1
0.706276592,2.03762189987091e-05,0.002642579,smad3a
0.770065364,2.22219995248021e-05,0.002860289,nr2f2
-0.872498004,2.42734327743139e-05,0.003101022,timp4.1
0.952488582,2.47496055780854e-05,0.003138433,serinc2l
-0.606654771,2.69065339665219e-05,0.003371383,tpst1l
0.734463181,2.69805182055652e-05,0.003371383,roraa
0.638793988,2.71925084538306e-05,0.00337325,slc38a3a
-0.718837776,2.794588620312e-05,0.003441767,psmd5
0.747687066,2.83203639916748e-05,0.003462974,fermt2
0.942530099,2.89471095117616e-05,0.003504538,tmem63bb
-0.656242432,2.90697138480598e-05,0.003504538,vps9d1
1.219189324,2.98774582941768e-05,0.003552869,AL929237.1
0.85351793,2.98860043882107e-05,0.003552869,slitrk1
0.816510073,3.0093229497518e-05,0.003552869,pdk3a
1.17528658,3.06175637666361e-05,0.003590014,nicn1
0.839006818,3.13353036467343e-05,0.003649177,si:dkey-235d18.5
-0.8196849,3.17609306064531e-05,0.003673753,grid2ipb
-0.716812946,3.25565365528166e-05,0.003729697,cmbl
-0.581094939,3.27672638649767e-05,0.003729697,nucb2a
0.805440232,3.30950773836673e-05,0.003729697,shrprbck1r
-0.585105162,3.31160667656929e-05,0.003729697,endouc
-0.795151095,3.37667173078124e-05,0.003764888,rel
0.883649952,3.38683802370843e-05,0.003764888,mgat4c
0.805960253,3.43488248553912e-05,0.003793662,AL954146.1
0.921178545,3.55159497223644e-05,0.00389742,wdr26a
0.896627139,3.61262185579858e-05,0.003926298,rab27a
-0.663657196,3.62378078085718e-05,0.003926298,sap130a
-0.727523573,3.8536833185121e-05,0.004149132,faub
-0.633581376,3.90956649676179e-05,0.004182992,osgep
0.641426642,3.93992187671275e-05,0.004189287,btbd3b
0.687692415,3.99840021283754e-05,0.004217612,ca4a
-1.136625751,4.01583449621443e-05,0.004217612,thap1
0.997362191,4.04614923564929e-05,0.004223538,XLOC_003138
0.558443889,4.13045324691833e-05,0.004274719,rnf11b
1.045921438,4.14512141693678e-05,0.004274719,spata2l
0.909338182,4.22669189506505e-05,0.004332739,si:dkey-192d15.2
-0.857415065,4.26523335673688e-05,0.004346222,arpin
1.053617009,4.74359795757567e-05,0.004805068,slc25a39
0.649949455,5.29140329308515e-05,0.005328443,tmem91
0.855314894,5.42011407913832e-05,0.005426136,tspan17
0.740675678,5.45375885115903e-05,0.005428075,si:zfos-2326c3.2
0.797592361,5.71640677681355e-05,0.005656599,rab4b
1.063788432,5.82816503130204e-05,0.005734044,XLOC_008935
0.786148524,5.99796745923199e-05,0.005867383,snx13
1.192041443,6.04178098546308e-05,0.005869847,prp
0.757961872,6.0690633809762e-05,0.005869847,si:ch211-129p13.1
0.634056949,6.2259170446242e-05,0.005987723,LOC101883166
-0.554695347,6.26174671390249e-05,0.005988539,ube4a
0.607510773,6.48525512041051e-05,0.00613651,CR383676.1
0.729630121,6.48816148314577e-05,0.00613651,stat6
-0.532451079,6.54669858409074e-05,0.006157853,si:ch211-244c8.4
0.665056189,6.60429717441026e-05,0.006178085,kat2b
0.973813028,6.68663832443684e-05,0.006221117,rp1l1b
0.672725173,6.72389143259373e-05,0.006221962,rapgef1a
0.617981265,6.85789396540653e-05,0.006284048,nudt3b
0.806631557,6.8913838458701e-05,0.006284048,pik3cb
0.622075695,6.93594590112445e-05,0.006284048,fam169aa
0.773933861,6.93781818206318e-05,0.006284048,plod2
0.65805797,6.99087903597512e-05,0.006298782,XLOC_042917
-0.796131693,7.33129926751052e-05,0.006570917,tmco3
0.86233195,7.80699351665841e-05,0.00694569,sprn2
0.67979437,7.83058684789012e-05,0.00694569,spon1a
0.599968219,7.88159234226879e-05,0.006954896,ywhaqb
-0.727988431,7.97671156603441e-05,0.007002735,ttc36
0.919387208,8.23699668909963e-05,0.007194344,abhd12
0.580895408,8.35727771628099e-05,0.007262347,rxrba
1.492987073,8.46865531663977e-05,0.007321965,rbm24b
0.760677565,8.6335567570929e-05,0.007427028,ube2d4
0.680986014,8.67927507912336e-05,0.007429026,ppfia4
0.781414851,8.91077916967226e-05,0.007589235,ece2b
-0.570841287,9.11795334612716e-05,0.00772724,stau2
0.777338842,9.16685986618014e-05,0.007730417,bach1b
1.100303677,9.76662093872908e-05,0.008195823,XLOC_017089
0.915315443,9.89202730103327e-05,0.008218927,tmem163a
-0.508167302,9.89282806770916e-05,0.008218927,dnpep
0.571166111,0.000100206,0.008218927,ric8b
0.892597428,0.000100222,0.008218927,bnip3la
0.659688659,0.000100627,0.008218927,tmem74b
1.076231442,0.000100822,0.008218927,CABZ01086877.1
1.013696225,0.000104071,0.008442925,CU633984.1
0.536179964,0.000104952,0.008442925,st8sia1
0.641170868,0.00010505,0.008442925,CABZ01043955.1
0.669339129,0.000108481,0.008677944,rbpjb
0.644480596,0.000110369,0.008787932,ca9
0.862290891,0.000112656,0.008928508,b3gnt2b
0.72189889,0.000115074,0.009078113,rbms1b
1.371489161,0.000116547,0.00915211,plin1
0.584827981,0.000117421,0.009178661,ammecr1
0.876429089,0.000119255,0.009279698,si:cabz01007802.1
0.689444149,0.000121576,0.009408335,ttbk1b
0.971584096,0.000122008,0.009408335,mrc1b
0.769549329,0.000123452,0.009416508,FO904870.1
-0.521435976,0.00012387,0.009416508,pvalb6
0.923419092,0.000123938,0.009416508,gpc2
1.108058807,0.000124314,0.009416508,orai1a
-0.68820346,0.000126455,0.009536504,ptgr1
0.714877022,0.000129893,0.009752818,chpfa
0.609039138,0.000131983,0.009860992,fbxl16
0.677219239,0.000132486,0.009860992,zgc:194281
0.825799391,0.000134704,0.009966006,tpd52
0.699294661,0.000135061,0.009966006,pgap1
0.725986679,0.00013597,0.009990024,stxbp1a
-0.484207121,0.000137616,0.010067737,nudt21
-0.62508773,0.000139317,0.010103339,vps36
1.087431928,0.000139808,0.010103339,CABZ01055347.1
0.688821423,0.000139873,0.010103339,ptk7a
-0.733842462,0.000140974,0.01014006,abcf2a
-0.593747961,0.00014463,0.010359489,ptpn23a
0.738388251,0.000147382,0.010466441,ctif
0.658572449,0.000147685,0.010466441,nrarpa
0.589869118,0.000147957,0.010466441,akap11
0.771159941,0.000151582,0.010678712,si:ch211-276a17.5
0.681909218,0.000155053,0.010878481,top1
0.740247591,0.000157103,0.010946507,si:dkey-33c14.3
0.690289739,0.000158623,0.010946507,fam102ab
0.705197119,0.00015869,0.010946507,si:ch211-183d21.3
-0.507589827,0.000159025,0.010946507,taf9
0.790968093,0.00015922,0.010946507,ppp2r3a
0.947524909,0.000160346,0.010979831,c1qtnf12
0.655853704,0.000162946,0.011113407,nfixb
-0.623997707,0.000166411,0.011303363,rab5aa
0.573295811,0.000167249,0.011303363,magi1a
0.688784149,0.000167712,0.011303363,osbpl2a
0.744741053,0.000171756,0.011530538,zgc:171558
0.545513452,0.000174813,0.011689904,tent5bb
-0.598149864,0.000175751,0.011706955,syvn1
0.801202644,0.0001768,0.011731192,patz1
0.90207158,0.000185456,0.012257977,rasgrf2b
0.862016493,0.000188724,0.012337876,drd2b
-1.019346649,0.000188895,0.012337876,pgls
0.62902267,0.000189249,0.012337876,ythdc1
0.698717776,0.000189547,0.012337876,faim2b
-0.572887469,0.000191461,0.012415206,aldh2.1
-0.567297468,0.000195828,0.012650478,nup88
0.877228425,0.000197452,0.012707457,myhb
-0.545722703,0.000205232,0.0131587,si:ch211-189k9.2
0.645759654,0.000206346,0.013180712,march5
0.727774301,0.000207334,0.013194599,bach1a
1.031628424,0.000208617,0.013211021,trim105
1.163848944,0.000209135,0.013211021,wu:fb16f03
0.630179019,0.000210784,0.013224755,gramd1bb
1.005574294,0.000210898,0.013224755,guca1d
0.611460375,0.000215053,0.013436078,bcam
1.06250467,0.000221189,0.013769229,FO904901.1
0.964446184,0.000223602,0.013863171,si:ch211-193c2.2
0.721833976,0.000224318,0.013863171,si:ch73-28h20.1
0.513485853,0.000225457,0.01387487,lhx2b
-0.605687566,0.000226128,0.01387487,zgc:152830
0.895617938,0.000227433,0.013905077,CABZ01079080.1
0.48661173,0.000229226,0.01396486,ctnnd1
0.652825708,0.000231375,0.014045767,tm9sf1
0.591715304,0.000238971,0.01445563,rgs5a
1.204784498,0.000240266,0.014459012,XLOC_034149
0.537046008,0.000240716,0.014459012,gabrr2a
1.035729017,0.000245953,0.014721901,XLOC_022188
1.042757265,0.000255692,0.015206936,slc1a9
1.007132507,0.000255863,0.015206936,si:ch211-198c19.3
-0.609559258,0.000256721,0.015206936,si:dkey-6n6.2
1.242170775,0.000257858,0.015221494,si:ch211-264e16.1
0.747243901,0.000258745,0.015221494,kcnj1a.6
0.641402346,0.000262287,0.015377023,klf15
0.898905423,0.00026424,0.015438627,nrarpb
0.802453682,0.000267689,0.015547864,gas7a
0.60219117,0.000267926,0.015547864,si:ch211-276c2.4
0.526199956,0.000276555,0.015994392,si:dkeyp-113d7.10
1.076217757,0.0002802,0.016150664,CABZ01071020.1
-0.504546694,0.000287991,0.016515347,atp1a1b
-0.628323105,0.000288457,0.016515347,tbk1
0.941036669,0.000290847,0.016551131,tom1l2a
-0.617170005,0.000291015,0.016551131,selenbp1
0.688387091,0.000293218,0.016621214,spred2a
-1.036020293,0.000298605,0.016870676,XLOC_000490
0.675390415,0.000300425,0.016917656,inpp5kb
-0.67885384,0.000305607,0.017153069,rcn2
0.743452222,0.000311386,0.01738015,ppargc1b
-0.779176514,0.000311683,0.01738015,zgc:92335
0.495200015,0.000314841,0.017499223,CABZ01029822.1
0.504107368,0.000320143,0.017727562,add2
-0.588458309,0.000321263,0.017727562,mrtfab
0.606991365,0.000322056,0.017727562,neto2a
0.672472288,0.000328264,0.018011405,prr5a
-1.192931298,0.000331587,0.018120625,CABZ01113815.1
-0.623986559,0.000332372,0.018120625,hbbe2
0.844187614,0.000336917,0.018310114,supt7l
0.836658691,0.000338278,0.018325916,CR407584.1
0.609588768,0.000340807,0.018390047,pmp22b
0.615378832,0.000342287,0.018390047,si:ch73-46j18.5
0.552061509,0.000343312,0.018390047,ppp3ccb
-0.809944521,0.000343759,0.018390047,mbd4
0.61342035,0.000345548,0.018428126,ca2
0.602139858,0.000349152,0.018562507,si:ch73-109d9.3
1.049046536,0.000351228,0.018615085,zgc:110796
0.6546335,0.000356971,0.018861092,bend5
1.004553574,0.000359457,0.01893397,nrip1a
0.660457763,0.00036353,0.019054543,si:ch211-166g5.4
0.758880123,0.000363972,0.019054543,XLOC_036173
0.810881535,0.00036558,0.01908039,slc24a3
0.662924033,0.000366743,0.019082921,dab2ipb
0.724535755,0.000371087,0.019201496,zc3h6
0.541260434,0.000371266,0.019201496,spcs2
0.557597699,0.000374734,0.01927958,si:ch73-290k24.5
0.745855356,0.000375028,0.01927958,si:ch73-193i22.1
-0.840454869,0.000377223,0.019334374,kdelc1
0.629850923,0.00038104,0.019471723,rap2ab
0.800380612,0.000382237,0.019474748,si:ch211-153f2.3
0.688729851,0.000386752,0.019619223,zgc:194398
-0.508541245,0.000387365,0.019619223,rpl37
0.694496471,0.000391043,0.019706505,scn4ba
0.677498113,0.000392511,0.019706505,pcdh1g26
0.541817027,0.000392542,0.019706505,cers4b
0.776751871,0.00039439,0.019741431,draxin
0.817544691,0.000400837,0.019996471,osbpl9
-0.676925399,0.00040188,0.019996471,GGT7
0.630336415,0.000404718,0.019996471,gpr173
0.865090269,0.000405286,0.019996471,rnf167
-0.50809766,0.000405326,0.019996471,MRPS12
1.060256845,0.000410439,0.02017493,XLOC_024867
0.455239832,0.0004115,0.02017493,ptenb
-0.606112165,0.000412479,0.02017493,capn12
-0.766547273,0.000417789,0.020323016,tcn2
-0.490384103,0.00041879,0.020323016,selenoo1
0.772431378,0.000419972,0.020323016,si:dkey-67c22.2
-0.691551856,0.000420255,0.020323016,nr1d4a
-0.444229337,0.000423261,0.020410714,gmds
0.91177246,0.000424687,0.020416312,lysmd4
-0.479290538,0.000425762,0.020416312,zmpste24
-0.520163276,0.000432996,0.020660159,mtmr2
-0.530695406,0.000433261,0.020660159,eef1b2
0.605038488,0.000440617,0.020874248,ptpn5
0.538859147,0.000441073,0.020874248,col4a1
0.9482197,0.000441409,0.020874248,LOC101884666
0.863241354,0.000446869,0.021029526,LOC101884757
0.679270589,0.000447149,0.021029526,myl7
1.312479886,0.000449008,0.02105909,CABZ01084081.1
0.564294386,0.000453088,0.021192375,slc25a14
0.713408163,0.000459331,0.021316258,oprd1a
-0.625255632,0.000459456,0.021316258,fgfr1b
0.462411905,0.000459826,0.021316258,znf362b
0.607967335,0.000460717,0.021316258,tmpob
-0.719567735,0.000464119,0.021415796,carmil2
0.831873785,0.000465386,0.021416526,slx1b
1.348851177,0.000468597,0.021506482,XLOC_025573
0.599840628,0.000480613,0.021998989,hcn1
-0.856305241,0.000487298,0.02224549,CU655845.1
0.748675306,0.000493348,0.022411977,si:dkey-9i23.16
-0.512766445,0.000493564,0.022411977,rps26
-0.84188666,0.000495063,0.022414588,prkdc
-0.504684869,0.00049624,0.022414588,atp5mc1
0.944531035,0.00049779,0.022425455,pdgfba
-0.517285708,0.000501476,0.022532191,znf703
1.091053659,0.00050755,0.022745409,LOC103911430
0.998199608,0.00051514,0.023025263,si:ch73-334d15.4
-0.412879963,0.000517737,0.02306495,ppp1r13bb
0.523681877,0.000518722,0.02306495,sh3pxd2aa
0.779181209,0.000520806,0.023097629,cyp26c1
0.526385392,0.000523031,0.023136355,bcl11aa
1.154425513,0.000527322,0.023266055,hspb8
0.791662772,0.000529627,0.02330766,syngr2a
0.531951696,0.000533282,0.023408348,acvr2aa
-0.414432631,0.000537237,0.023521648,tmsb2
-0.684994605,0.000541989,0.023669176,exosc1
0.644816697,0.000545007,0.023740398,mbd1a
0.749483162,0.000549008,0.023810799,tspan5b
0.918356815,0.000549405,0.023810799,rundc3aa
0.699617365,0.000551284,0.023831887,parp6a
-0.561217159,0.000553095,0.023849973,ppdpfb
0.85170015,0.000558754,0.024033446,efna5b
0.626278164,0.000567207,0.024326133,LOC103909284
0.599005325,0.000568401,0.024326133,pcdh1gc5
0.626432451,0.000574432,0.024522944,ptpn11b
0.780092768,0.00057814,0.024608583,XLOC_011941
0.623124026,0.000579313,0.024608583,si:dkey-261h17.1
1.204423773,0.000581113,0.024623926,BX663516.2
-0.530284322,0.000583599,0.024668217,si:dkey-33c12.3
-0.472925077,0.000586776,0.024682528,eif2s3
-0.716911604,0.000586821,0.024682528,cyt1
-0.514026903,0.000589007,0.024713741,smox
-0.727452595,0.000592318,0.024791896,gpr75
0.517607866,0.000595108,0.024847951,nrp1a
0.568663924,0.000610205,0.025416282,sgcd
0.639895314,0.000614616,0.025497972,ccnt1
0.910513184,0.000615145,0.025497972,nat15
0.57686153,0.000627548,0.025901857,syt1a
0.496103534,0.000628825,0.025901857,flrt1b
0.636685614,0.000629428,0.025901857,slc6a9
-0.565006967,0.000637799,0.026183404,rps2
0.895959066,0.000648779,0.026570443,si:dkey-21e2.10
-0.545460076,0.000651395,0.02661393,lias
-0.585176318,0.000656605,0.026762913,tmem192
-0.776342898,0.000661605,0.026854833,e2f8
0.734964791,0.000661998,0.026854833,mier3b
0.737259598,0.000666011,0.02695375,nxph3
-0.455681123,0.000667777,0.026961492,lancl1
1.563334668,0.000671121,0.02700422,XLOC_000523
-0.476198208,0.00067199,0.02700422,slc16a3
0.739183539,0.000676643,0.027127511,mterf2
0.67445714,0.000681969,0.027254881,slc1a2a
-0.495477033,0.000683509,0.027254881,sec13
1.151723454,0.000684596,0.027254881,pcdh2ab12
0.793005312,0.000686661,0.027273675,FO704661.1
0.894791913,0.000695974,0.027579574,CABZ01074298.1
-0.663381854,0.000697671,0.027582983,si:cabz01007794.1
-0.644880669,0.00070022,0.027619096,pmchl
0.759177782,0.000702223,0.027619096,hivep2b
0.708150344,0.000703425,0.027619096,si:ch211-160f23.7
-0.630590536,0.000708696,0.027762411,tab3
1.166261869,0.000713716,0.027797409,zgc:73226
0.834183522,0.0007164,0.027797409,bach2a
0.532910673,0.000716468,0.027797409,pcdh8
0.61782842,0.000718243,0.027797409,uggt1
-0.604511445,0.000718983,0.027797409,dohh
-0.623366046,0.000719332,0.027797409,skiv2l
-0.577622524,0.000723141,0.027881665,wdfy2
1.311337599,0.000726249,0.027914158,znf977
-0.950456793,0.000727245,0.027914158,cbll1
0.496686313,0.000729471,0.027936939,si:dkeyp-44a8.2
1.570493254,0.000733068,0.028012038,marcksl1a
0.643196582,0.000739516,0.028193127,si:ch211-149b19.3
-0.582817312,0.000741101,0.028193127,smn1
0.646436434,0.000753758,0.028611035,tead3a
0.766616396,0.000759232,0.02875508,rhebl1
0.766798508,0.000766611,0.028970433,si:ch211-197e7.1
-0.399995258,0.000768344,0.028971986,ext2
0.833968217,0.000773143,0.029030369,srfa
1.014606334,0.000776248,0.029030369,emp2
0.579220947,0.000776848,0.029030369,lpp
0.842221226,0.000777848,0.029030369,nxnl1
-0.834420207,0.000779743,0.029030369,LOC100002706
0.722411045,0.000780067,0.029030369,olfml3a
0.62044483,0.000782916,0.029073196,slc17a7a
-0.826633868,0.000787653,0.029185768,kpnb3
0.906092934,0.000795663,0.029416633,fam185a
-0.664821262,0.00079732,0.029416633,nars
-0.760310254,0.000804108,0.029595547,wwp1
-0.489629978,0.000806932,0.029595547,vps53
-0.635589792,0.000808696,0.029595547,gfer
0.92015326,0.00081013,0.029595547,tead1b
0.604165879,0.000811143,0.029595547,CABZ01074397.1
0.709675476,0.000812542,0.029595547,CABZ01086041.1
0.566959463,0.000822514,0.029806802,tfap2c
-1.265156752,0.000822546,0.029806802,LAMP5
-0.648123681,0.00082523,0.029806802,usf3
-1.001625813,0.000825307,0.029806802,tsga10
0.8296544,0.000827534,0.029824332,gpr17
0.985397146,0.000842158,0.030287605,BX323590.1
0.679837772,0.000849893,0.03050171,rbpja
0.485394158,0.000851718,0.030503274,ppp3cca
0.890644154,0.000856921,0.030587494,hspa12b
-0.713780057,0.000857643,0.030587494,syn2b
-0.612831016,0.000864132,0.030658387,pigf
0.718501065,0.000864263,0.030658387,si:ch73-167i17.6
0.748778056,0.000865004,0.030658387,pdzph1
0.649605028,0.000869281,0.030746313,ep300a
-0.966071215,0.000872278,0.030788714,poldip3
0.624566973,0.000876793,0.030884416,flnb
0.70324292,0.000883843,0.031052101,dr1
0.453845317,0.00088602,0.031052101,pbx1a
-0.49821933,0.000886996,0.031052101,alg9
1.215276618,0.000896906,0.031334969,cts12
0.751779146,0.000900085,0.03138198,HACD4
0.655023183,0.000908198,0.031600475,intu
-0.635019024,0.000915441,0.031708245,lhfpl4b
0.727393909,0.000916395,0.031708245,sh2b3
0.59564043,0.000916852,0.031708245,sypl1
-0.710877879,0.000929698,0.03208771,ampd2a
0.92914959,0.000933899,0.032167852,zdhhc21
0.869702576,0.000936912,0.032195068,paqr5b
0.979971531,0.000938451,0.032195068,tmem101
-0.553898758,0.000941943,0.032250236,zyg11
0.713570059,0.000954906,0.032606135,XLOC_014755
0.619138861,0.000956147,0.032606135,zdhhc22
0.694997998,0.000959672,0.032613656,wu:fa03e10
0.725517903,0.000962111,0.032613656,ehbp1l1a
0.420227261,0.000964528,0.032613656,sox11a
-0.700988324,0.000965169,0.032613656,ap5z1
0.395076115,0.000966336,0.032613656,si:ch211-222l21.1
0.913294744,0.00096957,0.032613656,wtip
-0.553283244,0.000969703,0.032613656,ncoa6
0.868603008,0.000973297,0.032670338,pfkfb3
0.727846536,0.000982127,0.032902222,rp1
0.935359416,0.000984097,0.03290381,calcrlb
0.725366887,0.000990383,0.033049457,CR382370.2
