,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,mutation
21,GOBP_KERATINOCYTE_DIFFERENTIATION,GOBP_KERATINOCYTE_DIFFERENTIATION,73,0.491407321,1.970612,8.39416488288771e-05,0.037694015,0.036283307,2692,"tags=38%, list=15%, signal=33%",foxn1/casp3b/abca12/ugcg/krt96/grhl1/cdh1/tgm1/cd109/yap1/st14a/krt97/sav1/clic4/zfp36l1a/flnb/tp63/tmem79b/txnipa/pip5k1ab/cyt1/msx2b/scel/dspa/anxa1a/wnt16/rock2a/epha2b,t238p
22,HP_ABNORMAL_SALIVARY_GLAND_MORPHOLOGY,HP_ABNORMAL_SALIVARY_GLAND_MORPHOLOGY,16,0.754957389,2.079978176,0.000105503,0.043902452,0.042259391,3156,"tags=56%, list=17%, signal=47%",nod2/grhl3/cxcr4a/plag1/tp63/fgfr3/ogdhb/fgf10a/ogdha,t238p
23,HP_PROTEIN_LOSING_ENTEROPATHY,HP_PROTEIN_LOSING_ENTEROPATHY,12,0.815572903,2.069325684,0.000109608,0.043902452,0.042259391,1909,"tags=42%, list=10%, signal=37%",dzip1l/dgat1b/bmpr1aa/pik3c2a/adamts3,t238p
24,GOBP_BIOMINERALIZATION,GOBP_BIOMINERALIZATION,116,0.414691025,1.776116612,0.000115614,0.043902452,0.042259391,2702,"tags=33%, list=15%, signal=28%",ptgs2b/ptk2ba/nectin1b/ptk2bb/loxa/bmp6/acvr2aa/yrk/trpm4a/enpp1/tuft1a/bmpr1aa/phex/p2rx7/tfa/tcirg1b/bmp2a/eif2ak3/rspo2/bmp2k/actn3b/snx10a/fgfr3/slc20a1b/notum1a/ror2/alox12/sgms2a/msx2b/fam83hb/nbr1b/hif1ab/tfap2a/alox5a/rock2a/fzd9a/minpp1b/itgb6,t238p
25,GOBP_RESPONSE_TO_BACTERIUM,GOBP_RESPONSE_TO_BACTERIUM,290,0.324699469,1.550211843,0.000118412,0.043902452,0.042259391,2731,"tags=25%, list=15%, signal=22%",fkbp5/LOC103910107/ptger2b/f2rl1.2/epoa/casp3b/ptger1a/nod2/ptgs2b/ifnlr1/tnip2/cubn/rca2.2/si:ch211-22k7.9/pck2/ptpn22/gbp2/bmp6/ms4a17a.2/yrk/nr4a1/ticam1/cyp1a/ms4a17a.5/mpx/fosab/mrc1a/ptger2a/tlr3/scarb1/timp4.1/gch1/bpifcl/p2rx7/tfa/bmp2a/si:ch73-237c6.1/hsf1/ms4a17a.9/tlr5b/mhc1zba/plscr3b/adam17a/palm3/mapk3/mhc1zfa/pla2g6/slc17a5/mapkapk2a/smad6b/ms4a17a.7/git1/lgals9l3/mhc1zea/vcam1b/tnfrsf1a/traf6/rab14l/shc1/fer1l6/mavs/nfkbiaa/loxl1/myd88/pygl/arg2/adamts9/plcg2/pycard/fgf10a/epha2b/ripk2/s100v2,t238p
26,GOCC_CYTOSOLIC_RIBOSOME,GOCC_CYTOSOLIC_RIBOSOME,85,0.591681662,2.333996747,1.02183596016506e-08,5.35676428416786e-05,5.02237630559679e-05,5015,"tags=69%, list=30%, signal=49%",rps3/rps8a/rps27a/rpl12/rpl4/rpl18a/rps23/rpl21/rpl10a/rpl6/rpl9/rpl14/rpl13a/rpl28/rpl13/rpl31/rpl17/rps5/hbae3/rps7/rpl36a/rpl35/rpl23a/rps2/rps3a/rpl30/uba52/rpl18/rpl24/rpl26/rpl10/rps26l/rps15/rpl5a/apodb/rpl27/rps24/dhx29/rps9/rps19/rps18/rps25/rps4x/rplp2l/rps11/rps16/rps14/rps6/rpl22/rpl7/rpsa/zcchc17/rpl11/rpl8/rpl23/rpl19/rpl7a/rpl38/rps21,c207y
27,GOCC_RIBOSOMAL_SUBUNIT,GOCC_RIBOSOMAL_SUBUNIT,156,0.493248402,2.117152339,1.46751781155105e-08,5.35676428416786e-05,5.02237630559679e-05,5838,"tags=61%, list=34%, signal=40%",mrps28/rps3/rps8a/rps27a/rpl12/rpl4/rpl18a/rps23/rpl21/rpl10a/rpl6/rpl9/rpl14/rpl13a/rpl28/rpl13/rack1/rpl31/rpl17/rps5/hbae3/rps7/rpl36a/rpl35/rpl23a/rps2/rps3a/mrpl47/mrpl24/mrps18c/rpl30/uba52/rpl18/rpl24/rpl26/mpv17l2/mrpl19/mrps18b/mrps7/rpl10/rps26l/rps15/mrpl52/rpl5a/rpl27/rps24/dhx29/mrpl21/rps9/rps19/rps18/mrpl57/rps25/rps4x/rplp2l/rps11/mrpl48/rps16/mrps33/mrpl4/mrps9/mrpl17/rps14/mrps15/mrps24/rps6/rpl22/rpl7/mrps27/rpsa/zcchc17/mrpl39/rpl11/mrpl58/mrps26/rpl8/rpl23/rpl19/mrps22/zgc:171480/rpl7a/rpl38/rps21/mrpl30/rpl34/mrpl27/mrpl34/rps27l/rpl29/mrps16/mrpl42/rpl15/mrpl20/rps29/rps10,c207y
28,GOBP_CYTOPLASMIC_TRANSLATION,GOBP_CYTOPLASMIC_TRANSLATION,136,0.49777069,2.088527521,1.77965590836142e-08,5.35676428416786e-05,5.02237630559679e-05,5212,"tags=60%, list=31%, signal=42%",rps3/rps8a/rps27a/rpl12/slbp/rpl4/rpl18a/rps23/rpl21/rpl10a/rpl6/rpl9/rpl14/rpl13a/rpl28/rpl13/rpl31/rpl17/rps5/hnrnpua/rps7/rpl36a/rpl35/rpl23a/rps2/rps3a/rpl30/eif2s2/uba52/rpl18/rpl24/rpl26/dhx9/eif4h/rpl10/rps26l/rps15/dph7/dph2/rpl5a/rpl27/rps24/dhx29/rps9/rps19/rps18/eif2s3/cpeb2/rps25/rps4x/rplp2l/rps11/eif3m/eif4ba/rps16/rps14/rps6/rpl22/rpl22l1/rpl7/rpsa/rpl11/eif3s10/eif3i/rpl8/rpl23/mcts1/rbm4.2/syncrip/rpl19/rpl7a/etf1b/eif4g1a/rpl38/rps21/eif3d/pabpc1b/igf2bp1/rpl34/eif4a2/eif3c,c207y
29,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,141,0.493573739,2.097025009,9.92817322142699e-08,0.000150899,0.000141479,5980,"tags=62%, list=35%, signal=41%",rps3/rps8a/rps27a/rpl12/rpl4/rpl18a/rps23/rpl21/rpl10a/rpl6/rpl9/rpl14/rpl13a/rpl28/rpl13/rpl31/rpl17/rps5/rps7/rpl36a/rpl35/rpl23a/rps2/rps3a/mrpl47/mrpl24/mrps18c/rpl30/uba52/rpl18/rpl24/rpl26/mrpl19/mrps18b/mrps7/rpl10/rps26l/rps15/mrpl52/rpl5a/rpl27/rps24/mrpl21/rps9/rps19/rps18/mrpl57/rps25/rps4x/rplp2l/rps11/rps16/mrps33/mrpl4/mrps9/mrpl17/rps14/mrps15/mrps24/rps6/rpl22/rpl22l1/rpl7/rpsa/rpl11/ndufa7/rpl8/rpl23/rpl19/mrps22/zgc:171480/rpl7a/rpl38/rps21/mrpl30/rpl34/mrpl27/mrpl34/rps27l/rpl29/mrps16/mrpl42/rpl15/mrpl20/rps29/rps10/mrpl11/mrpl13,c207y
30,GOCC_RIBOSOME,GOCC_RIBOSOME,182,0.457439712,2.003173173,9.37592024679304e-08,0.000150899,0.000141479,5838,"tags=57%, list=34%, signal=38%",mrps28/larp1/rps3/rps8a/rps27a/rpl12/rpl4/rpl18a/rps23/rpl21/rpl10a/rpl6/rpl9/rpl14/rpl13a/rpl28/rpl13/rack1/rpl31/rpl17/rps5/hbae3/rps7/rpl36a/rpl35/rpl23a/rps2/rps3a/mrpl47/mrpl24/mrps18c/rpl30/uba52/rpl18/rpl24/rpl26/mpv17l2/mrpl19/dhx9/mrps18b/mrps7/rpl10/rps26l/rps15/nufip2/mrpl52/rpl5a/apodb/rpl27/rps24/dhx29/mrpl21/rps9/rps19/rps18/mrpl57/rps25/rps4x/rplp2l/rps11/dnajc21/mrpl48/rps16/mrps33/mrpl4/mrps9/mrpl17/rps14/mrps15/mrps24/rps6/rpl22/rpl22l1/rpl7/mrps27/rpsa/zcchc17/mrpl39/rpl11/mrpl58/mrps26/ndufa7/rpl8/rpl23/rpl19/mrps22/zgc:171480/rpl7a/rpl38/rps21/mrpl30/rpl34/mrpl27/srp68/mrpl34/rps27l/rpl29/mrps16/mrpl42/rpl15/larp4b/mrpl20/rps29/rps10,c207y
31,GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,253,-0.45893494,-1.982580879,1.00264829580309e-07,0.000150899,0.000141479,3936,"tags=43%, list=23%, signal=33%",sfrp2/gpc4/fn1a/entpd2a.2/tnn/cdh13/thbs3b/calr/col4a6/mxra5b/col6a4a/abi3bpb/col15a1b/ccdc80/anxa5b/fgf10a/matn4/angptl4/psap/tgfb1a/fmoda/si:dkey-220k22.1/lamb2/gpc1b/serpine2/mmp28/cxcl12b/itgb4/f13a1b/l1cama/cbln1/cst14a.1/frem3/prelp/fras1/col14a1a/loxl1/creld1b/ogna/frem1a/angptl2b/shha/cdh2/serpinb1/tmeff2b/pcolcea/anxa4/nid1a/s100a10b/col6a3/fgfr2/gpc5a/bgnb/tgfbi/cd151l/angpt1/adamts3/p3h1/vcanb/ache/ntn4/ctsz/colq/angptl7/lamc3/si:ch211-212c13.10/adamts1/fbln5/serpine1/egfl7/si:ch73-237c6.1/ndp/thbs4b/col17a1b/egfl6/timp2a/lama5/col10a1a/myoc/fbln2/smoc1/cbln4/mmrn2b/tgfb3/adamts15b/gdf10a/col9a1b/mxra5a/cilp/anxa1a/tecta/serpinb14/hsp90b1/angptl5/srpx2/coch/postna/nav2a/sparcl1/adamts5/tinagl1/fgg/wnt2bb/matn3a/col28a1a/lgals2b/vwf/fetub,c207y
32,GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE,GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE,330,-0.427047611,-1.900748482,1.23350827917915e-07,0.000159123,0.00014919,3947,"tags=41%, list=23%, signal=32%",mmp14b/sfrp2/gpc4/tgfbr3/fn1a/entpd2a.2/tnn/cdh13/thbs3b/calr/alpl/col4a6/colec12/olfml2ba/mxra5b/col6a4a/abi3bpb/col15a1b/anos1a/ccdc80/anxa5b/fgf10a/matn4/serac1/angptl4/psap/tgfb1a/fmoda/si:dkey-28o19.1/si:dkey-220k22.1/lamb2/gpc1b/ndnf/serpine2/bmper/mmp28/cxcl12b/wnt7aa/itgb4/f13a1b/l1cama/cbln1/cst14a.1/olfml2bb/elfn2a/frem3/prelp/fras1/col14a1a/loxl1/creld1b/ogna/cd248a/frem1a/mmp17a/mmp13a/angptl2b/vasnb/shha/cdh2/serpinb1/tmeff2b/pcolcea/anxa4/nid1a/s100a10b/col6a3/fgfr2/gpc5a/tlr3/bgnb/tgfbi/lingo3a/phospho1/cd151l/cd248b/angpt1/adamts3/p3h1/vcanb/ache/ntn4/ctsz/colq/angptl7/lamc3/si:ch211-212c13.10/adamts12/adamts1/fbln5/serpine1/egfl7/adamtsl2/si:ch73-237c6.1/ndp/thbs4b/col17a1b/egfl6/adamtsl5/timp2a/lama5/col10a1a/myoc/fbln2/vegfaa/fbln7/smoc1/cbln4/mmrn2b/tgfb3/adamts15b/mmp25b/gdf10a/col9a1b/mxra5a/cilp/anxa1a/tecta/serpinb14/hsp90b1/otog/angptl5/srpx2/coch/postna/nav2a/sparcl1/adamts5/tinagl1/fgg/wnt2bb/matn3a/col28a1a/lgals2b/vwf/fetub,c207y
33,HP_INCREASED_BODY_WEIGHT,HP_INCREASED_BODY_WEIGHT,362,0.357299995,1.708997417,6.41963798341458e-07,0.000724617,0.000679384,3079,"tags=25%, list=18%, signal=21%",deaf1/dusp6/p2ry11/bbs4/rom1a/agrp/mkrn1/spata7/rp1l1a/mecp2/ush2a/otx5/arnt2/bdnf/bbs5/zbtb20/pde6a/las1l/wdr11/sdccag8/pde4d/tulp1b/flii/crx/hgsnat/abcb4/dyrk1b/impg2b/ift140/sos1/pax6b/tub/pik3ca/pdgfbb/shank3b/pde6gb/pomca/ahr1b/prph2a/igf1/mkks/cerkl/dhx38/armc5/LHX3/snrpb/tulp1a/tert/klf11b/fam161a/lars2/pcsk1/bbs12/comta/ptchd1/ntrk2a/sim1a/ap4m1/tbx3a/bin1b/pnpla6/bbs9/cnga1b/rp2/fibpa/chd8/chd7/megf8/fhl1a/casz1/xylt1/saga/usp22/impg2a/iqsec2b/trim32/sufu/eif4h/ctsh/brd4/pomgnt1/otx2b/cnksr2a/spen/smad4a/shoc2/fgfr1a/ptena/satb1a,c207y
34,GOCC_CONTRACTILE_FIBER,GOCC_CONTRACTILE_FIBER,186,-0.476467197,-1.998080357,7.31982869064202e-07,0.000734423,0.000688578,1358,"tags=20%, list=8%, signal=19%",cacna1sb/actn3b/myoz2b/synpo2lb/tnnc1a/jph1b/smpx/palld/lrrc39/tmod4/tnni1b/zgc:92429/ryr3/cavin4b/myom2a/mybpc3/neb/rtn2a/myzap/rtn2b/aldoab/acta2/mylpfa/mybphb/myl1/myl7/pdlim7/myoz1a/casq1b/myhz1.3/jph2/smtnl1/adprhl1/actn3a/myhz1.2/tpma/myoz1b/myhz1.1,c207y
35,GOBP_MUSCLE_ORGAN_DEVELOPMENT,GOBP_MUSCLE_ORGAN_DEVELOPMENT,266,-0.431559508,-1.882125105,1.10585195115323e-06,0.000998584,0.000936249,3074,"tags=34%, list=18%, signal=28%",tgfb1a/bin3/pkp2/cflara/gpc1b/vgll2a/arntl1b/bmp4/cited2/twist1b/vamp5/nrg1/cntfr/chodl/adgrb1a/tnnt2a/xk/myh7/gtf3c5/ppp3ca/erbb3b/sgce/tcap/large1/sirt2/msc/msx1a/fhl3a/myhb/shha/flot1b/mrtfbb/six4a/nog3/col6a3/fgfr2/ednraa/nln/fosab/xbp1/fgfrl1a/tbx1/fgf3/meox2a/six1b/sgcb/bves/hdac9b/wnt10b/cd164/actn3b/rbm24a/sgca/myoz2b/dspa/klf5a/lama5/tnnc1a/hbegfb/hey2/jph1b/creb1b/cyp26b1/tnni1b/p2rx2/zgc:92429/cavin4b/chrna1/mybpc3/neb/hivep3b/hlx1/stac3/pitx1/tbx20/lbx1a/phox2bb/mylpfa/egr2b/sgcg/myoz1a/casq1b/myhz1.3/jph2/smtnl1/tagln/actn3a/myhz1.2/tpma/myoz1b/myhz1.1,c207y
36,GOBP_RESPONSE_TO_FUNGUS,GOBP_RESPONSE_TO_FUNGUS,19,-0.807955153,-2.199282179,2.43495361079912e-06,0.001943315,0.001822007,1238,"tags=32%, list=7%, signal=29%",spi1b/gapdh/mpx/malt1/fetub/tfa,c207y
37,GOCC_SMALL_RIBOSOMAL_SUBUNIT,GOCC_SMALL_RIBOSOMAL_SUBUNIT,61,0.583694402,2.15368936,2.58247853721583e-06,0.001943315,0.001822007,4341,"tags=57%, list=26%, signal=43%",mrps28/rps3/rps8a/rps27a/rps23/rack1/rps5/hbae3/rps7/rps2/rps3a/mrps18c/uba52/mrps18b/mrps7/rps26l/rps15/rps24/dhx29/rps9/rps19/rps18/rps25/rps4x/rps11/rps16/mrps33/mrps9/rps14/mrps15/mrps24/rps6/mrps27/rpsa/mrps26,c207y
38,GOBP_BIOMINERALIZATION,GOBP_BIOMINERALIZATION,108,-0.542772557,-2.122922082,3.31737673786093e-06,0.002304301,0.002160458,2237,"tags=30%, list=13%, signal=26%",fbxl15/acvr2aa/fgfr2/fgfr3/atg4b/phospho1/gas6/osr2/tbx1/bmp2k/p2rx7/bmpr1ba/notum1a/slc24a4a/itgb6/wnt10b/actn3b/enpp1/hey2/cftr/fbln7/tgfb3/tcirg1b/tmem119b/sgms2a/trpm4a/fzd9a/fam20cb/ptgs2b/rflnb/actn3a/tfa,c207y
39,GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,171,-0.46861962,-1.943002321,4.60834062436205e-06,0.00297238,0.002786833,3062,"tags=32%, list=18%, signal=26%",tgfbr2b/axin2/bmp4/wnt7aa/cited2/twist1b/slc39a1/prrx1b/ryk/rarga/pdgfra/frem1a/msx1a/grhl2b/hoxb2a/six4a/nog3/fgfr2/fgfr3/phospho1/osr2/tbx1/p2rx7/bmpr1ba/six1b/sgpl1/six2a/pkd1a/nppc/trpv4/tsku/wnt10b/mthfd1l/actn3b/alx1/hhip/cyp26b1/tgfb3/spef2/tmem119b/nab2/wnt9b/hoxa2b/hyal1/hoxb3a/hoxb5a/acp5a/hoxd3a/hoxd4a/rflnb/hoxc4a/hoxb4a/actn3a/tfa,c207y
40,GOBP_REGULATION_OF_BIOMINERALIZATION,GOBP_REGULATION_OF_BIOMINERALIZATION,68,-0.601230962,-2.15093103,6.80318620037726e-06,0.004095518,0.003839862,2111,"tags=34%, list=12%, signal=30%",acvr2aa/phospho1/gas6/osr2/bmp2k/p2rx7/bmpr1ba/notum1a/wnt10b/actn3b/enpp1/hey2/cftr/fbln7/tgfb3/tmem119b/sgms2a/trpm4a/fzd9a/fam20cb/rflnb/actn3a/tfa,c207y
41,GOBP_REGULATION_OF_BONE_MINERALIZATION,GOBP_REGULATION_OF_BONE_MINERALIZATION,54,-0.624346187,-2.161630127,1.30153839080651e-05,0.006508062,0.006101806,2111,"tags=35%, list=12%, signal=31%",acvr2aa/phospho1/osr2/bmp2k/p2rx7/bmpr1ba/notum1a/wnt10b/actn3b/enpp1/tgfb3/tmem119b/sgms2a/trpm4a/fzd9a/fam20cb/rflnb/actn3a/tfa,c207y
42,GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,210,-0.431822742,-1.81855009,1.36935969901251e-05,0.006508062,0.006101806,3472,"tags=35%, list=20%, signal=28%",hopx/sort1b/edn1/hdac3/fzd7b/tgfb1a/bin3/cflara/obscnb/csrp1a/bmp4/flncb/nrg1/arrb2b/capn2l/adgrb1a/lmna/tnnt2a/xk/myh7/ppp3ca/tcap/rarga/sort1a/pdgfra/msx1a/myhb/zgc:64051/shha/cdh2/flot1b/six4a/nln/xbp1/tmem182a/ldb3a/tbx1/six1b/dkk1b/sgcb/bves/hdac9b/wnt10b/igfbp5a/casp3b/actn3b/rbm24a/myoz2b/klf5a/synpo2lb/hey2/vegfaa/cyp26b1/adamts15b/tmod4/p2rx2/tmem119b/myom2a/ehd2b/neb/stac3/cxadr/ceacam1/myof/myoz1a/adamts5/casq1b/myhz1.3/adprhl1/actn3a/myhz1.2/tpma/myoz1b/myhz1.1,c207y
43,HP_DUPLICATION_OF_HAND_BONES,HP_DUPLICATION_OF_HAND_BONES,191,0.407382229,1.79931693,1.16165176324457e-05,0.006508062,0.006101806,3243,"tags=30%, list=19%, signal=25%",deaf1/bbs4/rbm10/shmt2/si:ch73-280o22.2/ebp/bbs5/six3a/sdccag8/flii/nelfa/ift140/pik3ca/mkks/LHX3/rpgrip1/flnb/pde6d/tmem237b/bbs12/comta/rpl31/sc5d/porcn/tbx3a/rps7/letm1/pnpla6/rpl35/bbs9/setbp1/cby1/chd7/megf8/stil/ppp2r3c/rpl18/iqsec2b/rpl26/pibf1/phf8/lemd3/trim32/sufu/tfap2a/tsr2/rps26l/tmem107l/fgfr1a/dact1/ptena/fancb/efnb1/rpl5a/cc2d2a/rpl27/rps24/rps19,c207y
44,HP_ABNORMAL_CIRCULATING_HORMONE_CONCENTRATION,HP_ABNORMAL_CIRCULATING_HORMONE_CONCENTRATION,334,0.34394855,1.616981832,1.25552701580361e-05,0.006508062,0.006101806,2343,"tags=21%, list=14%, signal=19%",cav1/dusp6/rom1a/mkrn1/abcd1/hfm1/spata7/rp1l1a/gh1/mecp2/ush2a/otx5/cyp11c1/avp/ctdp1/arnt2/tshba/cdkn1a/brcc3/pde6a/wdr11/six3a/pde4d/tulp1b/crx/hgsnat/nkx2.1/impg2b/ift140/tub/pik3ca/pdgfbb/tac3a/pde6gb/pomca/ahr1b/sox9a/prph2a/cerkl/dhx38/nf1b/armc5/LHX3/dyrk1aa/snrpb/tulp1a/flnb/tert/kansl1b/klf11b/fam161a/irs4a/ercc6/vdrb/nr3c1/lars2/pcsk1/sim1a/cep57/dld/porb/pnpla6/cnga1b/polr3glb/rp2/trmt10a/chd7/qrsl1/tmem127/ppp2r3c/pappa2,c207y
45,GOBP_RNA_SPLICING,GOBP_RNA_SPLICING,344,0.344203726,1.635102133,1.57182448483004e-05,0.007096788,0.006653781,5854,"tags=42%, list=35%, signal=28%",cdk13/jmjd6/snu13a/rbm10/zgc:103482/usp49/akap8l/cactin/srsf5b/magoh/mettl14/raver2/hnrnpr/srpk3/snrnp48/prkrip1/rsrc1/rbm15b/dhx38/gcfc2/fus/fam50a/cirbpb/nova2/dyrk1aa/snrpb/sf3a1/snrpd1/snrnp25/snrnp27/ppig/prpf38a/hnrnpm/thoc7/ythdc1/snrpb2/hnrnpua/hsp70l/snrpf/zgc:103692/mbnl3/celf5a/cwc25/celf2/rbm8a/snrpg/syf2/zmat2/dhx9/snrpc/srrm1/lsm4/rps26l/c1qbp/srsf3b/gpkow/cwf19l2/srek1ip1/rbm17/crnkl1/ppp1r9ba/rbfox2/gemin6/srrm2/ppp4r2b/rbm42/rbm28/ncbp2/gemin7/alyref/snrpd2/lsm6/strap/snrpd3l/sfpq/sf3b6/cdc5l/brdt/pcbp4/frg1/ddx46/pdcd7/ppil3/pnn/pik3r1/clk4a/lsm1/zranb2/aff2/sf3b4/htatsf1/luc7l3/srsf9/srsf1a/nsrp1/clk4b/snrnp200/srsf2a/zc3h13/supt6h/rbm4.2/syncrip/clp1/snrpa1/ppih/taf15/cwc15/acin1b/luc7l/ttf2/casc3/celf1/lsm7/raly/snrpa/smn1/mfap1/pabpc1b/slc38a2/fastk/prmt1/psip1a/plrg1/aqr/srsf10b/ess2/rbm19/snrpe/rtraf/sf3a2/ddx1/ppil1/clns1a/zbtb8os/coil/hnrnpa1b/lsm8/nup98/eif4a3/ppargc1a/prpf3/ivns1abpa/thoc3/ahnak/prpf4,c207y
46,GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,489,-0.350461202,-1.621216205,1.95288127987841e-05,0.00839739,0.007873195,3277,"tags=29%, list=19%, signal=24%",prkaa1/fzd7b/hif1an/tgfb1a/bin3/ptbp1b/pkp2/foxf1/flot2a/nmrk2/cflara/gpc1b/vgll2a/obscnb/arntl1b/csrp1a/bmp4/flncb/cited2/twist1b/vamp5/nrg1/cntfr/aplnrb/arrb2b/boc/chodl/capn2l/adgrb1a/lmna/tnnt2a/sostdc1a/xk/myh7/gtf3c5/ppp3ca/erbb3b/sgce/tcap/large1/ednrba/sirt2/rarga/sort1a/sypl2b/msc/pdgfra/msx1a/fhl3a/myhb/zgc:64051/shha/cdh2/flot1b/mrtfbb/zfp36l1a/six4a/nog3/col6a3/fgfr2/ednraa/nln/fosab/xbp1/tmem204/tmem182a/ldb3a/fgfrl1a/tbx1/fgf3/meox2a/six1b/dkk1b/sgcb/lbx2/bves/hdac9b/trip4/wnt10b/igfbp5a/casp3b/cd164/actn3b/rbm24a/sgca/myoz2b/dspa/klf5a/synpo2lb/lama5/tnnc1a/hbegfb/hey2/jph1b/fgf20b/vegfaa/creb1b/cyp26b1/adamts15b/tmod4/tnni1b/p2rx2/zgc:92429/cavin4b/camk1b/chrna1/tmem119b/myom2a/ehd2b/mybpc3/neb/hivep3b/hlx1/hoxa2b/stac3/cxadr/pitx1/tbx20/lbx1a/ceacam1/myof/phox2bb/mylpfa/pdlim7/chrnb1/egr2b/sgcg/myoz1a/adamts5/casq1b/myhz1.3/jph2/smtnl1/adprhl1/tagln/lgals2b/actn3a/myhz1.2/tpma/myoz1b/myhz1.1,c207y
47,GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,374,0.326112378,1.560894926,2.79346164621975e-05,0.01146589,0.010750149,6101,"tags=48%, list=36%, signal=31%",snu13a/ago4/nmd3/srsf5b/ruvbl2/las1l/srpk3/prkdc/rsl1d1/rps8a/gcfc2/ago1/tsc1b/ngdn/snrpb/sf3a1/fdxacb1/snrpd1/rpl10a/rpl6/rpl14/ddx3xb/rpl13a/cpsf6/pinx1/rps5/ythdc1/utp3/pop7/rps7/snrpf/rpl35/chd7/rpl23a/noc4l/rpp30/nip7/celf5a/fbl/celf2/snrpg/eif2s2/mdn1/rpl24/rpl26/mpv17l2/dhx9/atr/snrpc/mrps7/eif4h/tsr2/lsm4/rpl10/rps15/znf622/gtf2h5/c1qbp/ebna1bp2/gar1/ptena/ddx3xa/rpl5a/crnkl1/rpl27/rps24/dhx29/rps19/drosha/gemin6/eif2s3/exosc9/c1d/wdr74/rps25/taf9/nop53/exosc7/riox2/nop10/znhit6/utp20/gemin7/snrpd2/eif4ba/lsm6/rps16/tfb2m/strap/heatr1/snrpd3l/rps14/nop16/utp18/rps6/ran/frg1/atm/riok3/emg1/rpf1/pop4/rpl7/krr1/rpsa/bop1/znhit3/luc7l3/srsf9/srsf1a/rpl11/mrm3a/eif3s10/exosc6/ddx51/rbfa/snrnp200/kri1/nol8/mcts1/clp1/trmt112/surf6/urb2/utp23/nol9/exosc1/mybbp1a/rpl7a/riok1/luc7l/celf1/rpl38/mrto4/rps21/smn1/tarbp2/ngrn/eif3c/helq/nol6/bysl/psip1a/aatf/rps27l/nop14/srsf10b/exosc10/nol10/gtpbp10/polr2d/snrpe/sf3a2/ddx1/ptges3a/clns1a/coil/wdr55/eif4a3/tfb1m/heatr3/wdr18/mrpl20/cul4b/ruvbl1/prpf3/nup88/exosc3/rrp12/pin4/srfbp1/naf1/rpusd4/ddx27/npm3/txnl4a/rrp15/ago3b/prpf31,c207y
48,HP_UNDETECTABLE_ELECTRORETINOGRAM,HP_UNDETECTABLE_ELECTRORETINOGRAM,23,0.709888896,2.03972245,3.12866169033521e-05,0.01177159,0.011036766,1666,"tags=35%, list=10%, signal=31%",spata7/otx5/tulp1b/crx/tulp1a/rpgrip1/pde6d/lca5,c207y
49,GOCC_ENDOPLASMIC_RETICULUM_LUMEN,GOCC_ENDOPLASMIC_RETICULUM_LUMEN,197,-0.433452478,-1.815106019,3.04464074652288e-05,0.01177159,0.011036766,4298,"tags=41%, list=25%, signal=31%",plod3/thbs1b/prkcsh/mydgf/sumf2/apoeb/arsa/calua/dnajb11/tspan15/fn1a/poglut1/calr/col4a6/canx/os9/col15a1b/adam10a/casq2/nucb1/edn1/pdia6/fstl1b/lamb2/arsh/bmp4/wnt7aa/dnajc3a/minpp1b/erlec1/qsox1/sdf2l1/sil1/p4ha1b/csf1b/col14a1a/sumf1/tspan33a/shha/cdh2/ero1a/col6a3/cp/gas6/p3h1/vcanb/mxra8a/pdia4/ctsz/notum1a/hspa5/cercam/igfbp5a/si:ch73-237c6.1/rcn3/fmo5/col17a1b/h6pd/col10a1a/p4ha2/uggt1/col9a1b/LOC101882355/hsp90b1/arsk/prozb/f10/sparcl1/fam20cb/pdia3/erap2/ptgs2b/adamts5/casq1b/p4hb/fgg/matn3a/col28a1a/lgals2b/tfa,c207y
50,GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION,GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION,32,-0.688428522,-2.101852586,3.4069588391993e-05,0.012305935,0.011537756,2111,"tags=38%, list=12%, signal=33%",acvr2aa/osr2/p2rx7/bmpr1ba/wnt10b/actn3b/tgfb3/tmem119b/fzd9a/fam20cb/actn3a/tfa,c207y
